condition,language_i,language_j,flores_type_iou_percent,mteb_type_iou_percent,difference_points
classification,swe_Latn,tur_Latn,20.56495534,10.36116045,-10.20379489
classification,swe_Latn,vie_Latn,19.45261656,6.01147418,-13.44114238
classification,swe_Latn,arb_Arab,3.07116634,2.87795993,-0.19320641
classification,swe_Latn,hin_Deva,3.36534646,2.50917993,-0.85616653
classification,swe_Latn,guj_Gujr,3.88620305,0.66172047,-3.22448258
classification,swe_Latn,rus_Cyrl,4.07180134,1.56969800,-2.50210334
classification,swe_Latn,tha_Thai,9.70770738,1.74708819,-7.96061919
classification,swe_Latn,zho_Hans,6.70831963,0.76137419,-5.94694544
classification,swe_Latn,jpn_Jpan,2.59613371,2.39667862,-0.19945509
classification,swe_Latn,kor_Hang,7.24297236,1.14226376,-6.10070860
classification,spa_Latn,fra_Latn,23.05345729,11.71270718,-11.34075011
classification,spa_Latn,ita_Latn,27.97242964,14.65609599,-13.31633365
classification,spa_Latn,por_Latn,40.41803476,23.19409185,-17.22394291
classification,spa_Latn,ron_Latn,27.50349496,13.62600953,-13.87748543
classification,spa_Latn,ind_Latn,19.14984060,10.22052587,-8.92931473
classification,spa_Latn,zsm_Latn,19.30115274,10.75359865,-8.54755409
classification,spa_Latn,tgl_Latn,22.97506582,12.37299616,-10.60206966
classification,spa_Latn,pol_Latn,17.30375652,9.86381323,-7.43994329
classification,spa_Latn,hun_Latn,18.05517431,9.00417412,-9.05100019
classification,spa_Latn,tur_Latn,17.35668790,9.14062500,-8.21606290
classification,spa_Latn,vie_Latn,18.47797983,6.46940822,-12.00857161
classification,spa_Latn,arb_Arab,2.92659413,2.78637771,-0.14021642
classification,spa_Latn,hin_Deva,3.13946313,2.17745218,-0.96201095
classification,spa_Latn,guj_Gujr,3.56853933,0.66225166,-2.90628767
classification,spa_Latn,rus_Cyrl,3.92200933,1.55343121,-2.36857812
classification,spa_Latn,tha_Thai,8.96371828,1.83333333,-7.13038495
classification,spa_Latn,zho_Hans,6.24399000,0.78066914,-5.46332086
classification,spa_Latn,jpn_Jpan,2.38111436,2.32119268,-0.05992168
classification,spa_Latn,kor_Hang,6.45039036,1.10118429,-5.34920607
classification,fra_Latn,ita_Latn,25.83887657,11.80208806,-14.03678851
classification,fra_Latn,por_Latn,24.17272592,11.40589569,-12.76683023
classification,fra_Latn,ron_Latn,25.69190998,12.51389198,-13.17801800
classification,fra_Latn,ind_Latn,19.43636770,9.69891979,-9.73744791
classification,fra_Latn,zsm_Latn,19.68258790,9.42408377,-10.25850413
classification,fra_Latn,tgl_Latn,22.35742679,11.92525203,-10.43217476
classification,fra_Latn,pol_Latn,17.60221760,8.83701542,-8.76520218
classification,fra_Latn,hun_Latn,18.41345460,8.58553338,-9.82792122
classification,fra_Latn,tur_Latn,17.82770443,9.08514684,-8.74255759
classification,fra_Latn,vie_Latn,20.10945181,6.88111888,-13.22833293
classification,fra_Latn,arb_Arab,3.02919974,2.99980264,-0.02939710
classification,fra_Latn,hin_Deva,3.16730943,2.70391061,-0.46339882
classification,fra_Latn,guj_Gujr,3.68365078,0.70190831,-2.98174247
classification,fra_Latn,rus_Cyrl,4.00822803,1.48814992,-2.52007811
classification,fra_Latn,tha_Thai,9.60418601,2.08142726,-7.52275875
classification,fra_Latn,zho_Hans,6.64548405,0.76628352,-5.87920053
classification,fra_Latn,jpn_Jpan,2.65072391,2.52359458,-0.12712933
classification,fra_Latn,kor_Hang,6.98651159,1.11566485,-5.87084674
classification,ita_Latn,por_Latn,29.11689263,15.06516457,-14.05172806
classification,ita_Latn,ron_Latn,30.31731777,14.17004049,-16.14727728
classification,ita_Latn,ind_Latn,20.79759863,9.83748646,-10.96011217
classification,ita_Latn,zsm_Latn,20.38336347,9.81278244,-10.57058103
classification,ita_Latn,tgl_Latn,24.05781335,10.71020781,-13.34760554
classification,ita_Latn,pol_Latn,18.53917663,9.18084685,-9.35832978
classification,ita_Latn,hun_Latn,18.08866726,7.85498489,-10.23368237
classification,ita_Latn,tur_Latn,18.51259218,8.85343968,-9.65915250
classification,ita_Latn,vie_Latn,19.36653146,6.43743537,-12.92909609
classification,ita_Latn,arb_Arab,3.10742214,2.50929368,-0.59812846
classification,ita_Latn,hin_Deva,3.28548399,2.38593554,-0.89954845
classification,ita_Latn,guj_Gujr,3.69907076,0.63838550,-3.06068526
classification,ita_Latn,rus_Cyrl,4.05488659,1.53524075,-2.51964584
classification,ita_Latn,tha_Thai,9.45466025,1.73150919,-7.72315106
classification,ita_Latn,zho_Hans,6.59115633,0.72312084,-5.86803549
classification,ita_Latn,jpn_Jpan,2.68711407,2.28019324,-0.40692083
classification,ita_Latn,kor_Hang,6.97357462,0.93756659,-6.03600803
classification,por_Latn,ron_Latn,27.96502504,12.71615352,-15.24887152
classification,por_Latn,ind_Latn,20.23740591,9.91304348,-10.32436243
classification,por_Latn,zsm_Latn,20.29571870,9.58019376,-10.71552494
classification,por_Latn,tgl_Latn,23.37662338,11.50830258,-11.86832080
classification,por_Latn,pol_Latn,17.90533736,9.59585905,-8.30947831
classification,por_Latn,hun_Latn,18.74388710,8.57723577,-10.16665133
classification,por_Latn,tur_Latn,18.28070919,8.74600639,-9.53470280
classification,por_Latn,vie_Latn,20.12952449,6.51440436,-13.61512013
classification,por_Latn,arb_Arab,3.19215961,2.70673885,-0.48542076
classification,por_Latn,hin_Deva,3.44150232,2.34948605,-1.09201627
classification,por_Latn,guj_Gujr,3.87369194,0.61932287,-3.25436907
classification,por_Latn,rus_Cyrl,4.02707468,1.57425223,-2.45282245
classification,por_Latn,tha_Thai,9.56107794,1.84549356,-7.71558438
classification,por_Latn,zho_Hans,6.52131468,0.80183276,-5.71948192
classification,por_Latn,jpn_Jpan,2.53523073,2.26612435,-0.26910638
classification,por_Latn,kor_Hang,6.98105914,1.09137599,-5.88968315
classification,ron_Latn,ind_Latn,22.84366577,11.12297182,-11.72069395
classification,ron_Latn,zsm_Latn,22.12978369,11.11346766,-11.01631603
classification,ron_Latn,tgl_Latn,24.31693989,11.32454769,-12.99239220
classification,ron_Latn,pol_Latn,21.21656540,10.32195122,-10.89461418
classification,ron_Latn,hun_Latn,19.19363998,8.13312328,-11.06051670
classification,ron_Latn,tur_Latn,20.45735926,9.96462264,-10.49273662
classification,ron_Latn,vie_Latn,20.70963070,6.88615230,-13.82347840
classification,ron_Latn,arb_Arab,3.17268791,2.87638813,-0.29629978
classification,ron_Latn,hin_Deva,3.48131587,2.38240684,-1.09890903
classification,ron_Latn,guj_Gujr,3.90909941,0.56056056,-3.34853885
classification,ron_Latn,rus_Cyrl,4.16450665,1.58621866,-2.57828799
classification,ron_Latn,tha_Thai,9.73988676,1.93669304,-7.80319372
classification,ron_Latn,zho_Hans,6.72213418,0.68620178,-6.03593240
classification,ron_Latn,jpn_Jpan,2.59321559,2.33741753,-0.25579806
classification,ron_Latn,kor_Hang,7.20295667,1.01575456,-6.18720211
classification,ind_Latn,zsm_Latn,61.82345027,34.10999729,-27.71345298
classification,ind_Latn,tgl_Latn,31.72772103,15.69738788,-16.03033315
classification,ind_Latn,pol_Latn,19.64488636,10.05128205,-9.59360431
classification,ind_Latn,hun_Latn,19.63406569,8.60125261,-11.03281308
classification,ind_Latn,tur_Latn,22.64901676,10.74932164,-11.89969512
classification,ind_Latn,vie_Latn,21.56398104,6.50188071,-15.06210033
classification,ind_Latn,arb_Arab,3.19328968,3.05592927,-0.13736041
classification,ind_Latn,hin_Deva,3.50877193,2.35421166,-1.15456027
classification,ind_Latn,guj_Gujr,4.16666667,0.74483933,-3.42182734
classification,ind_Latn,rus_Cyrl,4.15481271,1.63199426,-2.52281845
classification,ind_Latn,tha_Thai,10.32678617,1.99291408,-8.33387209
classification,ind_Latn,zho_Hans,6.99343724,0.78431373,-6.20912351
classification,ind_Latn,jpn_Jpan,2.71193835,2.45166434,-0.26027401
classification,ind_Latn,kor_Hang,7.39013013,1.05820106,-6.33192907
classification,zsm_Latn,tgl_Latn,32.62360159,14.94895479,-17.67464680
classification,zsm_Latn,pol_Latn,19.11669659,9.98166633,-9.13503026
classification,zsm_Latn,hun_Latn,19.78169856,8.36092715,-11.42077141
classification,zsm_Latn,tur_Latn,22.62830482,11.15736886,-11.47093596
classification,zsm_Latn,vie_Latn,22.94296057,6.47137150,-16.47158907
classification,zsm_Latn,arb_Arab,3.45708703,2.85932139,-0.59776564
classification,zsm_Latn,hin_Deva,4.23257802,2.42489270,-1.80768532
classification,zsm_Latn,guj_Gujr,4.70838396,0.63317856,-4.07520540
classification,zsm_Latn,rus_Cyrl,4.15689105,1.45933440,-2.69755665
classification,zsm_Latn,tha_Thai,10.95070423,1.75438596,-9.19631827
classification,zsm_Latn,zho_Hans,7.26132404,0.75949367,-6.50183037
classification,zsm_Latn,jpn_Jpan,2.95471418,2.23276032,-0.72195386
classification,zsm_Latn,kor_Hang,7.87487420,1.18317266,-6.69170154
classification,tgl_Latn,pol_Latn,21.44274809,11.02957047,-10.41317762
classification,tgl_Latn,hun_Latn,20.99992114,9.47252747,-11.52739367
classification,tgl_Latn,tur_Latn,24.30607034,11.66007905,-12.64599129
classification,tgl_Latn,vie_Latn,24.88706797,8.33574530,-16.55132267
classification,tgl_Latn,arb_Arab,3.70839937,3.67009478,-0.03830459
classification,tgl_Latn,hin_Deva,4.41723356,3.00957592,-1.40765764
classification,tgl_Latn,guj_Gujr,5.22704998,0.80410990,-4.42294008
classification,tgl_Latn,rus_Cyrl,4.40567340,1.64240388,-2.76326952
classification,tgl_Latn,tha_Thai,11.61441273,2.11923614,-9.49517659
classification,tgl_Latn,zho_Hans,7.81066823,0.88187039,-6.92879784
classification,tgl_Latn,jpn_Jpan,3.09520088,2.82190635,-0.27329453
classification,tgl_Latn,kor_Hang,8.41711896,1.18274583,-7.23437313
classification,pol_Latn,hun_Latn,18.35290885,8.56868396,-9.78422489
classification,pol_Latn,tur_Latn,18.06550309,9.47308351,-8.59241958
classification,pol_Latn,vie_Latn,17.05472468,5.44802867,-11.60669601
classification,pol_Latn,arb_Arab,2.92096220,2.54102700,-0.37993520
classification,pol_Latn,hin_Deva,3.17240317,2.18633051,-0.98607266
classification,pol_Latn,guj_Gujr,3.55958038,0.66032239,-2.89925799
classification,pol_Latn,rus_Cyrl,3.97417906,1.39257294,-2.58160612
classification,pol_Latn,tha_Thai,8.83233533,1.62846803,-7.20386730
classification,pol_Latn,zho_Hans,6.23960067,0.64829822,-5.59130245
classification,pol_Latn,jpn_Jpan,2.48793420,2.21287491,-0.27505929
classification,pol_Latn,kor_Hang,6.54149001,0.90216520,-5.63932481
classification,hun_Latn,tur_Latn,19.72283005,8.73031305,-10.99251700
classification,hun_Latn,vie_Latn,19.47182780,5.48523207,-13.98659573
classification,hun_Latn,arb_Arab,3.12008015,2.17076700,-0.94931315
classification,hun_Latn,hin_Deva,3.46662367,1.78245898,-1.68416469
classification,hun_Latn,guj_Gujr,3.94587434,0.60120240,-3.34467194
classification,hun_Latn,rus_Cyrl,4.24333894,1.48312308,-2.76021586
classification,hun_Latn,tha_Thai,9.67795347,1.47272350,-8.20522997
classification,hun_Latn,zho_Hans,6.75720658,0.61190432,-6.14530226
classification,hun_Latn,jpn_Jpan,2.68166702,2.03083866,-0.65082836
classification,hun_Latn,kor_Hang,7.06246037,0.93264249,-6.12981788
classification,tur_Latn,vie_Latn,20.21523332,5.80801944,-14.40721388
classification,tur_Latn,arb_Arab,3.19241983,2.49465431,-0.69776552
classification,tur_Latn,hin_Deva,3.67501648,1.92766296,-1.74735352
classification,tur_Latn,guj_Gujr,4.21400136,0.58892815,-3.62507321
classification,tur_Latn,rus_Cyrl,4.07335567,1.50829563,-2.56506004
classification,tur_Latn,tha_Thai,10.01439093,1.73080839,-8.28358254
classification,tur_Latn,zho_Hans,6.79296346,0.65526028,-6.13770318
classification,tur_Latn,jpn_Jpan,2.67117863,2.01069913,-0.66047950
classification,tur_Latn,kor_Hang,7.28450020,0.99492386,-6.28957634
classification,vie_Latn,arb_Arab,4.34368451,2.65363128,-1.69005323
classification,vie_Latn,hin_Deva,5.13452915,2.32369630,-2.81083285
classification,vie_Latn,guj_Gujr,6.25176404,0.53163211,-5.72013193
classification,vie_Latn,rus_Cyrl,5.10218872,1.37604816,-3.72614056
classification,vie_Latn,tha_Thai,14.00628711,2.18120805,-11.82507906
classification,vie_Latn,zho_Hans,8.67311679,0.76997113,-7.90314566
classification,vie_Latn,jpn_Jpan,3.54968624,2.22113742,-1.32854882
classification,vie_Latn,kor_Hang,9.89503608,1.08544392,-8.80959216
classification,arb_Arab,hin_Deva,3.48268441,1.42801252,-2.05467189
classification,arb_Arab,guj_Gujr,4.16467780,0.38759690,-3.77708090
classification,arb_Arab,rus_Cyrl,2.66100033,0.75820010,-1.90280023
classification,arb_Arab,tha_Thai,3.98259389,1.04000000,-2.94259389
classification,arb_Arab,zho_Hans,2.80513280,0.46762590,-2.33750690
classification,arb_Arab,jpn_Jpan,2.07379029,1.39771283,-0.67607746
classification,arb_Arab,kor_Hang,3.43844810,0.66039624,-2.77805186
classification,hin_Deva,guj_Gujr,6.15909766,0.41868665,-5.74041101
classification,hin_Deva,rus_Cyrl,2.92167577,0.69699193,-2.22468384
classification,hin_Deva,tha_Thai,4.92533987,0.81948555,-4.10585432
classification,hin_Deva,zho_Hans,3.27494288,0.36400404,-2.91093884
classification,hin_Deva,jpn_Jpan,2.27925685,1.07942974,-1.19982711
classification,hin_Deva,kor_Hang,4.43652850,0.57051575,-3.86601275
classification,guj_Gujr,rus_Cyrl,3.36785384,0.18264840,-3.18520544
classification,guj_Gujr,tha_Thai,5.89140778,0.24926354,-5.64214424
classification,guj_Gujr,zho_Hans,3.78871404,0.08074283,-3.70797121
classification,guj_Gujr,jpn_Jpan,2.86546302,0.30345944,-2.56200358
classification,guj_Gujr,kor_Hang,5.67107750,0.15927190,-5.51180560
classification,rus_Cyrl,tha_Thai,4.37154547,0.67656456,-3.69498091
classification,rus_Cyrl,zho_Hans,3.04471931,0.49471170,-2.55000761
classification,rus_Cyrl,jpn_Jpan,1.82989691,0.87328767,-0.95660924
classification,rus_Cyrl,kor_Hang,3.54019450,0.60343202,-2.93676248
classification,tha_Thai,zho_Hans,6.57994763,0.41580042,-6.16414721
classification,tha_Thai,jpn_Jpan,3.34420121,1.08832147,-2.25587974
classification,tha_Thai,kor_Hang,7.99614644,0.73061513,-7.26553131
classification,zho_Hans,jpn_Jpan,15.78947368,8.91370558,-6.87576810
classification,zho_Hans,kor_Hang,6.19330365,0.58577406,-5.60752959
classification,jpn_Jpan,kor_Hang,3.28420670,0.81778151,-2.46642519
clustering,eng_Latn,deu_Latn,21.93094629,13.50407451,-8.42687178
clustering,eng_Latn,nld_Latn,28.82450201,18.08470050,-10.73980151
clustering,eng_Latn,swe_Latn,25.36534447,16.56299549,-8.80234898
clustering,eng_Latn,spa_Latn,22.86655212,14.14651750,-8.72003462
clustering,eng_Latn,fra_Latn,29.59531163,17.79661017,-11.79870146
clustering,eng_Latn,ita_Latn,25.89240091,15.39752968,-10.49487123
clustering,eng_Latn,por_Latn,24.12884334,14.93906118,-9.18978216
clustering,eng_Latn,ron_Latn,27.26789242,16.59558455,-10.67230787
clustering,eng_Latn,ind_Latn,22.77916383,15.65844859,-7.12071524
clustering,eng_Latn,zsm_Latn,24.09535642,16.17395553,-7.92140089
clustering,eng_Latn,tgl_Latn,30.50486099,16.56895589,-13.93590510
clustering,eng_Latn,pol_Latn,18.97840532,12.22767195,-6.75073337
clustering,eng_Latn,hun_Latn,18.38638468,11.17260464,-7.21378004
clustering,eng_Latn,tur_Latn,19.35413326,12.70294992,-6.65118334
clustering,eng_Latn,vie_Latn,22.99430279,12.46151591,-10.53278688
clustering,eng_Latn,arb_Arab,3.44107696,1.64656772,-1.79450924
clustering,eng_Latn,hin_Deva,4.10970052,2.13889622,-1.97080430
clustering,eng_Latn,guj_Gujr,4.65716745,2.23723724,-2.41993021
clustering,eng_Latn,rus_Cyrl,4.24133116,2.56974303,-1.67158813
clustering,eng_Latn,tha_Thai,10.93658127,5.57928803,-5.35729324
clustering,eng_Latn,zho_Hans,7.33458596,4.56244503,-2.77214093
clustering,eng_Latn,jpn_Jpan,2.91586658,1.51074956,-1.40511702
clustering,eng_Latn,kor_Hang,8.11722200,4.61518955,-3.50203245
clustering,deu_Latn,nld_Latn,26.26518596,15.68675586,-10.57843010
clustering,deu_Latn,swe_Latn,24.88691032,15.34435589,-9.54255443
clustering,deu_Latn,spa_Latn,16.72478453,9.63224411,-7.09254042
clustering,deu_Latn,fra_Latn,19.59483306,11.02371733,-8.57111573
clustering,deu_Latn,ita_Latn,18.73043362,10.51618746,-8.21424616
clustering,deu_Latn,por_Latn,17.95371990,10.79903703,-7.15468287
clustering,deu_Latn,ron_Latn,19.89760620,11.26179245,-8.63581375
clustering,deu_Latn,ind_Latn,20.08424961,12.73252455,-7.35172506
clustering,deu_Latn,zsm_Latn,19.77433820,12.47086247,-7.30347573
clustering,deu_Latn,tgl_Latn,21.47774208,11.67960016,-9.79814192
clustering,deu_Latn,pol_Latn,18.07429065,11.14947650,-6.92481415
clustering,deu_Latn,hun_Latn,18.35443038,10.26941720,-8.08501318
clustering,deu_Latn,tur_Latn,18.96975226,12.08655679,-6.88319547
clustering,deu_Latn,vie_Latn,19.03030303,10.13818387,-8.89211916
clustering,deu_Latn,arb_Arab,3.07543787,1.55074116,-1.52469671
clustering,deu_Latn,hin_Deva,3.42640575,1.82288300,-1.60352275
clustering,deu_Latn,guj_Gujr,3.88568338,2.08608785,-1.79959553
clustering,deu_Latn,rus_Cyrl,4.09139513,2.57472625,-1.51666888
clustering,deu_Latn,tha_Thai,9.75240825,4.72103004,-5.03137821
clustering,deu_Latn,zho_Hans,6.97044017,4.12126443,-2.84917574
clustering,deu_Latn,jpn_Jpan,2.63929619,1.53300538,-1.10629081
clustering,deu_Latn,kor_Hang,7.30384292,4.00347050,-3.30037242
clustering,nld_Latn,swe_Latn,26.91807542,15.99447167,-10.92360375
clustering,nld_Latn,spa_Latn,20.23564483,11.87889147,-8.35675336
clustering,nld_Latn,fra_Latn,24.57169316,13.39669314,-11.17500002
clustering,nld_Latn,ita_Latn,23.13924051,13.07308768,-10.06615283
clustering,nld_Latn,por_Latn,21.27844615,12.71747121,-8.56097494
clustering,nld_Latn,ron_Latn,24.33428614,13.89029964,-10.44398650
clustering,nld_Latn,ind_Latn,22.71508465,14.54635108,-8.16873357
clustering,nld_Latn,zsm_Latn,22.27653631,13.63355190,-8.64298441
clustering,nld_Latn,tgl_Latn,25.25747508,13.42566422,-11.83181086
clustering,nld_Latn,pol_Latn,20.05943536,12.36565490,-7.69378046
clustering,nld_Latn,hun_Latn,19.85240392,11.58083832,-8.27156560
clustering,nld_Latn,tur_Latn,20.12644106,12.57824495,-7.54819611
clustering,nld_Latn,vie_Latn,21.29473487,11.01707723,-10.27765764
clustering,nld_Latn,arb_Arab,3.21756895,1.44213436,-1.77543459
clustering,nld_Latn,hin_Deva,3.61852951,1.89742885,-1.72110066
clustering,nld_Latn,guj_Gujr,4.09708738,2.01384519,-2.08324219
clustering,nld_Latn,rus_Cyrl,4.19856318,2.56066082,-1.63790236
clustering,nld_Latn,tha_Thai,10.47303046,4.52482648,-5.94820398
clustering,nld_Latn,zho_Hans,7.00088189,4.10244787,-2.89843402
clustering,nld_Latn,jpn_Jpan,2.76215203,1.45976595,-1.30238608
clustering,nld_Latn,kor_Hang,7.51745413,4.02940018,-3.48805395
clustering,swe_Latn,spa_Latn,19.45054945,11.76122231,-7.68932714
clustering,swe_Latn,fra_Latn,22.40171129,12.71175806,-9.68995323
clustering,swe_Latn,ita_Latn,21.82642036,12.48236953,-9.34405083
clustering,swe_Latn,por_Latn,20.27433690,12.50742368,-7.76691322
clustering,swe_Latn,ron_Latn,22.62420566,13.46838551,-9.15582015
clustering,swe_Latn,ind_Latn,22.79132185,14.99338704,-7.79793481
clustering,swe_Latn,zsm_Latn,22.31024596,14.63030303,-7.67994293
clustering,swe_Latn,tgl_Latn,24.63291342,13.74914325,-10.88377017
clustering,swe_Latn,pol_Latn,20.19595667,12.21190230,-7.98405437
clustering,swe_Latn,hun_Latn,20.69459363,12.11270899,-8.58188464
clustering,swe_Latn,tur_Latn,20.56495534,13.49849502,-7.06646032
clustering,swe_Latn,vie_Latn,19.45261656,11.09814788,-8.35446868
clustering,swe_Latn,arb_Arab,3.07116634,1.56195361,-1.50921273
clustering,swe_Latn,hin_Deva,3.36534646,1.84252386,-1.52282260
clustering,swe_Latn,guj_Gujr,3.88620305,1.90045249,-1.98575056
clustering,swe_Latn,rus_Cyrl,4.07180134,2.61437908,-1.45742226
clustering,swe_Latn,tha_Thai,9.70770738,5.24743473,-4.46027265
clustering,swe_Latn,zho_Hans,6.70831963,4.20890260,-2.49941703
clustering,swe_Latn,jpn_Jpan,2.59613371,1.34236022,-1.25377349
clustering,swe_Latn,kor_Hang,7.24297236,3.93002028,-3.31295208
clustering,spa_Latn,fra_Latn,23.05345729,12.94982261,-10.10363468
clustering,spa_Latn,ita_Latn,27.97242964,16.63188904,-11.34054060
clustering,spa_Latn,por_Latn,40.41803476,25.43684140,-14.98119336
clustering,spa_Latn,ron_Latn,27.50349496,15.64351443,-11.85998053
clustering,spa_Latn,ind_Latn,19.14984060,12.31224128,-6.83759932
clustering,spa_Latn,zsm_Latn,19.30115274,12.37582286,-6.92532988
clustering,spa_Latn,tgl_Latn,22.97506582,13.17381738,-9.80124844
clustering,spa_Latn,pol_Latn,17.30375652,10.74643875,-6.55731777
clustering,spa_Latn,hun_Latn,18.05517431,10.45243619,-7.60273812
clustering,spa_Latn,tur_Latn,17.35668790,10.61122472,-6.74546318
clustering,spa_Latn,vie_Latn,18.47797983,9.59500653,-8.88297330
clustering,spa_Latn,arb_Arab,2.92659413,1.38383957,-1.54275456
clustering,spa_Latn,hin_Deva,3.13946313,1.68246762,-1.45699551
clustering,spa_Latn,guj_Gujr,3.56853933,1.81153905,-1.75700028
clustering,spa_Latn,rus_Cyrl,3.92200933,2.24934436,-1.67266497
clustering,spa_Latn,tha_Thai,8.96371828,4.43202495,-4.53169333
clustering,spa_Latn,zho_Hans,6.24399000,3.66526827,-2.57872173
clustering,spa_Latn,jpn_Jpan,2.38111436,1.28159906,-1.09951530
clustering,spa_Latn,kor_Hang,6.45039036,3.55368743,-2.89670293
clustering,fra_Latn,ita_Latn,25.83887657,14.43025168,-11.40862489
clustering,fra_Latn,por_Latn,24.17272592,13.21948134,-10.95324458
clustering,fra_Latn,ron_Latn,25.69190998,14.37565582,-11.31625416
clustering,fra_Latn,ind_Latn,19.43636770,10.86316822,-8.57319948
clustering,fra_Latn,zsm_Latn,19.68258790,11.03516839,-8.64741951
clustering,fra_Latn,tgl_Latn,22.35742679,11.75625180,-10.60117499
clustering,fra_Latn,pol_Latn,17.60221760,9.95845697,-7.64376063
clustering,fra_Latn,hun_Latn,18.41345460,9.59748580,-8.81596880
clustering,fra_Latn,tur_Latn,17.82770443,10.51315633,-7.31454810
clustering,fra_Latn,vie_Latn,20.10945181,10.11793917,-9.99151264
clustering,fra_Latn,arb_Arab,3.02919974,1.24845488,-1.78074486
clustering,fra_Latn,hin_Deva,3.16730943,1.47371404,-1.69359539
clustering,fra_Latn,guj_Gujr,3.68365078,1.44833198,-2.23531880
clustering,fra_Latn,rus_Cyrl,4.00822803,2.02296913,-1.98525890
clustering,fra_Latn,tha_Thai,9.60418601,4.12031314,-5.48387287
clustering,fra_Latn,zho_Hans,6.64548405,3.62982721,-3.01565684
clustering,fra_Latn,jpn_Jpan,2.65072391,1.12777296,-1.52295095
clustering,fra_Latn,kor_Hang,6.98651159,3.24142569,-3.74508590
clustering,ita_Latn,por_Latn,29.11689263,17.52094628,-11.59594635
clustering,ita_Latn,ron_Latn,30.31731777,17.33266104,-12.98465673
clustering,ita_Latn,ind_Latn,20.79759863,12.32940628,-8.46819235
clustering,ita_Latn,zsm_Latn,20.38336347,11.83793306,-8.54543041
clustering,ita_Latn,tgl_Latn,24.05781335,12.76796548,-11.28984787
clustering,ita_Latn,pol_Latn,18.53917663,10.68419279,-7.85498384
clustering,ita_Latn,hun_Latn,18.08866726,10.05357346,-8.03509380
clustering,ita_Latn,tur_Latn,18.51259218,10.81172112,-7.70087106
clustering,ita_Latn,vie_Latn,19.36653146,9.69307637,-9.67345509
clustering,ita_Latn,arb_Arab,3.10742214,1.26888915,-1.83853299
clustering,ita_Latn,hin_Deva,3.28548399,1.54632420,-1.73915979
clustering,ita_Latn,guj_Gujr,3.69907076,1.91216014,-1.78691062
clustering,ita_Latn,rus_Cyrl,4.05488659,2.09741551,-1.95747108
clustering,ita_Latn,tha_Thai,9.45466025,4.32950192,-5.12515833
clustering,ita_Latn,zho_Hans,6.59115633,3.57803154,-3.01312479
clustering,ita_Latn,jpn_Jpan,2.68711407,1.36732329,-1.31979078
clustering,ita_Latn,kor_Hang,6.97357462,3.48109191,-3.49248271
clustering,por_Latn,ron_Latn,27.96502504,16.28787879,-11.67714625
clustering,por_Latn,ind_Latn,20.23740591,12.88488868,-7.35251723
clustering,por_Latn,zsm_Latn,20.29571870,13.10452418,-7.19119452
clustering,por_Latn,tgl_Latn,23.37662338,13.49718523,-9.87943815
clustering,por_Latn,pol_Latn,17.90533736,10.97963363,-6.92570373
clustering,por_Latn,hun_Latn,18.74388710,11.02462825,-7.71925885
clustering,por_Latn,tur_Latn,18.28070919,12.07707306,-6.20363613
clustering,por_Latn,vie_Latn,20.12952449,11.24798358,-8.88154091
clustering,por_Latn,arb_Arab,3.19215961,1.52029002,-1.67186959
clustering,por_Latn,hin_Deva,3.44150232,1.79616817,-1.64533415
clustering,por_Latn,guj_Gujr,3.87369194,2.00242718,-1.87126476
clustering,por_Latn,rus_Cyrl,4.02707468,2.70570419,-1.32137049
clustering,por_Latn,tha_Thai,9.56107794,4.85903599,-4.70204195
clustering,por_Latn,zho_Hans,6.52131468,4.05121978,-2.47009490
clustering,por_Latn,jpn_Jpan,2.53523073,1.29991802,-1.23531271
clustering,por_Latn,kor_Hang,6.98105914,3.97249809,-3.00856105
clustering,ron_Latn,ind_Latn,22.84366577,14.02304486,-8.82062091
clustering,ron_Latn,zsm_Latn,22.12978369,13.72912801,-8.40065568
clustering,ron_Latn,tgl_Latn,24.31693989,12.94448349,-11.37245640
clustering,ron_Latn,pol_Latn,21.21656540,12.57683215,-8.63973325
clustering,ron_Latn,hun_Latn,19.19363998,10.73251811,-8.46112187
clustering,ron_Latn,tur_Latn,20.45735926,12.69635054,-7.76100872
clustering,ron_Latn,vie_Latn,20.70963070,10.74977416,-9.95985654
clustering,ron_Latn,arb_Arab,3.17268791,1.33093525,-1.84175266
clustering,ron_Latn,hin_Deva,3.48131587,1.74115712,-1.74015875
clustering,ron_Latn,guj_Gujr,3.90909941,1.81875196,-2.09034745
clustering,ron_Latn,rus_Cyrl,4.16450665,2.26267613,-1.90183052
clustering,ron_Latn,tha_Thai,9.73988676,4.42136103,-5.31852573
clustering,ron_Latn,zho_Hans,6.72213418,3.75719282,-2.96494136
clustering,ron_Latn,jpn_Jpan,2.59321559,1.34809822,-1.24511737
clustering,ron_Latn,kor_Hang,7.20295667,3.57608979,-3.62686688
clustering,ind_Latn,zsm_Latn,61.82345027,46.64098613,-15.18246414
clustering,ind_Latn,tgl_Latn,31.72772103,18.78908471,-12.93863632
clustering,ind_Latn,pol_Latn,19.64488636,12.52571429,-7.11917207
clustering,ind_Latn,hun_Latn,19.63406569,12.11945155,-7.51461414
clustering,ind_Latn,tur_Latn,22.64901676,15.08575429,-7.56326247
clustering,ind_Latn,vie_Latn,21.56398104,11.33990719,-10.22407385
clustering,ind_Latn,arb_Arab,3.19328968,1.52760097,-1.66568871
